"","score","text"
"5109",0,"Xiaomi ra m<U+1EAF>t Mi Note 3 b<U+1EA3>n giá r<U+1EBB> ch<U+1EC9> có 6,8 tri<U+1EC7>u d<U+1ED3>ng: Mi Note 3 n<U+1ED5>i b<U+1EAD>t v<U+1EDB>i c<U+1EE5>m camera… https://t.co/TQgQSfA4xM"
"5110",0,"Cheque books to be banned? Modi govt’s next push for digital transactions after note ban https://t.co/IKAyFrDfnO https://t.co/PQYTVqspWD"
"5111",0,"Xiaomi ra m<U+1EAF>t Mi Note 3 b<U+1EA3>n giá r<U+1EBB> ch<U+1EC9> có 6,8 tri<U+1EC7>u d<U+1ED3>ng: Mi Note 3 n<U+1ED5>i b<U+1EAD>t v<U+1EDB>i c<U+1EE5>m camera kép, thi<U+1EBF>t k<U+1EBF> tuong t<U+1EF1> Mi…"
"5112",-1,"Note ban made Manushi Chhillar 'Miss World': Shiv Sena's latest dig at BJP | #India #RTGWorld"
"5113",0,"@BeingSachinDg @AmitabhAnand5 @abpnewstv @myogiadityanath @IYC @BJP4India Baning note was to convert black into whi… https://t.co/4xlAkYat8m"
"5114",0,"RT @DrKSBhardwaj2: Cheques Facility Likely To Withdrawn @Stupidosaur @godavar @Dontbealayman 

https://t.co/5QFkRUuN1I"
"5115",-1,"@Yoymiskosas @paul_gattis According to the mall management he was never banned from the mall how sick r these peopl… https://t.co/SKIyUljIIQ"
"5116",0,"Xiaomi ra m<U+1EAF>t Mi Note 3 b<U+1EA3>n giá r<U+1EBB> ch<U+1EC9> có 6,8 tri<U+1EC7>u d<U+1ED3>ng. https://t.co/vU9nwlnLQR"
"5117",0,"Xiaomi ra m<U+1EAF>t Mi Note 3 b<U+1EA3>n giá r<U+1EBB> ch<U+1EC9> có 6,8 tri<U+1EC7>u d<U+1ED3>ng https://t.co/BKnksP3LZZ https://t.co/MwaTy4slEy"
"5118",0,"After Note Ban, will Modi Govt now Ban Cheque Book for its Digital Push? https://t.co/T9eTs3p1f5
<U+0915><U+0932> <U+0939><U+094B><U+0915><U+0930> <U+0918><U+0930> <U+0915><U+093E> <U+0916><U+093E><U+0928>… https://t.co/M4UmBTV2OR"
"5119",0,"2000 <U+0930><U+0941><U+092A><U+092F><U+0947> <U+0915><U+093E> <U+0928><U+094B><U+091F> <U+0939><U+094B><U+0917><U+093E> <U+092C><U+0902><U+0926> | 2000 Rupees note Ban, RBI plan to ban 2000 rs note:"
"5120",-1,"RT @bsindia: #noteban made #ManushiChhillar 'Miss World': Shiv Sena's latest dig at BJP https://t.co/iZbgdnAbSz https://t.co/d87arqcfW2"
"5121",-2,"Cash is trash go and spend on bigger trash #thanksgiving #blackfriday #cybermonday hurry up stores are running out… https://t.co/rzHn9HQqWd"
"5122",0,"After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/RIJgBli6hz"
"5123",0,"@BJP4India @AmitShah @AmitShahOffice @jitu_vaghani @byadavbjp @BJP4Gujarat It would possible, if the government wou… https://t.co/jg6fI2oPmA"
"5124",1,"RT @ANAROCKProperty: Project launches across India’s top seven cities declined 60 percent in the quarter ended Sept. 30, from the final thr…"
"5125",2,"RT @sm_hasan: @gk_thehindutva @KapilSibalteam @KapilSibal Give me one good reason to Support Modi, Ambanai Adani, Note Ban, Movie Ban, terr…"
"5126",-1,"RT @GstStation: Twin blows of Note ban, GST broke textile hub Surat’s legs, says Rahul Gandhi.....https://t.co/PkiW4U2s8i Source- Financial…"
"5127",-1,"RT @GstStation: Demonetisation: BJP vs Congress fight overwhelms note ban anniversary.....
https://t.co/JTl2ll6aQD Source- Financial Expres…"
"5128",1,"Project launches across India’s top seven cities declined 60 percent in the quarter ended Sept. 30, from the final… https://t.co/R3FtrTd91N"
"5129",0,"RT @GstStation: The Blue Circle discussion: Narendra Modi’s note ban, GST implementation criticised, Doka La approach lauded....https://t.c…"
"5130",-1,"After note ban, will #Modi govt now ban cheque books for its digital push?
#CashlessIndia drive
Source :BS"
"5131",0,"@SydneyFC win the #FFACupFinal but a sour note. When the @AdelaideUnited defend decided to go Bruce Lee on a ballboy, red carded, long ban."
"5132",-1,"#noteban made #ManushiChhillar 'Miss World': Shiv Sena's latest dig at BJP https://t.co/iZbgdnAbSz https://t.co/d87arqcfW2"
"5133",-1,"@Diwaker73singh @KapilSibal 100000000% Congress behatar hai is Gunda Party se, abhi tak kiya diya. Note Ban, terror… https://t.co/YQISDp3RoU"
"5134",0,"After Note Ban, will Modi Govt now Ban Cheque Book for its Digital Push? via GConnect.in - In all ... https://t.co/BxdhhDypBE"
"5135",2,"@gk_thehindutva @KapilSibalteam @KapilSibal Give me one good reason to Support Modi, Ambanai Adani, Note Ban, Movie… https://t.co/KLdWTkgcE1"
"5136",0,"After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/oWxh6g7fhW"
"5137",0,"Let go of the cheque book.. Now ! https://t.co/NNg3YigIY8"
"5138",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0932><U+0917> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0948> <U+091A><U+0947><U+0915><U+092C><U+0902><U+0926><U+0940> <U+0915><U+093E> <U+091D><U+091F><U+0915><U+093E> https://t.co/C04LpN076n #demonetization @PMOIndia @narendramodi"
"5139",0,"Earlier, Congress leader Shashi Tharoor had made a similar remark and had apologised after backlash https://t.co/8UNafcZstP"
"5140",0,"Cheques Facility Likely To Withdrawn @Stupidosaur @godavar @Dontbealayman 

https://t.co/5QFkRUuN1I"
"5141",-1,"Another ""surgical strike"" being planned?
After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/fAZYNCZmFK"
"5142",-2,"RT @timesofindia: Note ban a mistake, even our 'Chhillar' has become Miss World: Shashi Tharoor's tweet backfires https://t.co/7xibbdQ6ZG h…"
"5143",0,"After note ban, will Modi govt now ban cheque books for its digital push?
https://t.co/IvSU5WGH0I"
"5144",0,"After #noteban , will #modigovt now ban cheque books for its digital push? https://t.co/gvhcC3wQlF https://t.co/pauNCWMS5T"
"5145",0,"After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/jtaEC9VdIO"
"5146",-1,"Once Rs 200 note is fully in circulation, Modi govt should ban Rs 2000 note. That will be final blow to black money."
"5147",-1,"RT @vijayindrtanaya: @IndiaToday So after note ban  now it's cheque ban ! don't know what Modi is up to ? Why can't PM discuss major issues…"
"5148",0,"@IndiaToday So after note ban  now it's cheque ban ! don't know what Modi is up to ? Why can't PM discuss major iss… https://t.co/B5qKtz7XiQ"
"5149",-1,"@FoxNews @TuckerCarlson Mexico became MORE violent after a ban of all private ownership of guns &amp; ammo in 1962. The… https://t.co/3LGVpkZzDz"
"5150",0,"After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/KksOXIbtao"
"5151",0,"After note ban, will Modi govt now ban cheque books for its digital push? - Business Standard https://t.co/KyAhksqAly"
"5152",1,"CAIT Secretary General Praveen Khandelwal said the government needs to encourage the use of debit and credit cards https://t.co/e7esM2l64Z"
"5153",0,"TopNews: After note ban, will Modi govt now ban cheque books for its digital push? - Business Standard https://t.co/RSlQoCrAMF"
"5154",-1,"@narendramodi_in It was 1000% before demonetization but now decreased to 84% in Sept. Show failure of demonetizatio… https://t.co/Dc8d4xesWh"
"5155",0,"After note ban, will Modi govt now ban cheque books for its digital push? - Business Standard https://t.co/vAOW7y68HN #IndiaNews"
"5156",0,"After note ban, will Modi govt now ban cheque books for its digital push? - Business Standard https://t.co/XH2E640soW"
"5157",0,"After note ban, will Modi govt now ban cheque books for its digital push? https://t.co/CCFZxIirM6"
"5158",0,"After note ban will Modi govt now ban cheque books for its digital push https://t.co/X500vrs9Wp"
"5159",1,"@ndtv ya she is right  for Example few jokes are Note ban, GST, 15 Lakh, Make in India, Bullet Train Etc.  Etc."
"5160",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/xSczg8lSSe via @mataonline"
"5161",0,"RT @TrentonJocz: And final note, a comparison of ATP age groups using @burtonad's generations. https://t.co/QyoTMu5Jt8"
"5162",-1,"RT @Sumanth__: WTF <ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0090> note ban, gst lu kadu deeni sangathi chudandi @narendramodi @MVenkaiahNaidu https://t.co/Cv1U86iTB4"
"5163",-1,"WTF <ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+0090> note ban, gst lu kadu deeni sangathi chudandi @narendramodi @MVenkaiahNaidu https://t.co/Cv1U86iTB4"
"5164",0,"@washingtonpost @sagarikaghose https://t.co/9W24i7ZBhA"
"5165",0,"Note ban, #GST hit residential #realestate market: Report https://t.co/F2FIjcvB9f https://t.co/052y5a34Vw"
"5166",0,"Report on emerging trends: Note ban, GST hit residential real estate market. 
https://t.co/g8Ho9nxOTI"
"5167",0,"6 thi<U+1EBF>t b<U+1ECB> này bao g<U+1ED3>m Mi 2/2S, Mi 4i, Redmi Note 4G, Redmi 2, Redmi 2 Prime và Mi Note. https://t.co/ZW44ABkBry"
"5168",-1,"The Unit tung b<U+1EA3>n di<U+1EC5>n d<U+1EA7>y d<U+1EE7> c<U+1EE7>a các nhóm n<U+1EEF> trong nhi<U+1EC7>m v<U+1EE5> s<U+1ED1> 1 "" Ch<U+1ECD>n Center"" cho MV My Turn lên vlive 
Note:... https://t.co/qR2pdrKf7l"
"5169",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/ce1Qp5vw6C via @mataonline"
"5170",0,"@KTRTRS Dear Sir, please also take note of the public crusade against #Padmavati. TS Govt shd not allow history to… https://t.co/plHh60yOsu"
"5171",-1,"RT @Demonetized8_11: Demonetization was the biggest scam, so said @ArvindKejriwal 
Here's the link 4 the disbelievers.

https://t.co/oEIHaR…"
"5172",0,"RT @fladdict: <U+306A><U+3041><U+3001><U+3053><U+306E><U+6F2B><U+753B>…<U+30BF><U+30FC><U+30B2><U+30C3><U+30C8><U+5C64><U+304C><U+3055><U+3063><U+3071><U+308A><U+308F><U+304B><U+3089><U+306A><U+3044><U+3093><U+3060>…<U+3067><U+3082><U+8AAD><U+3093><U+3060><U+3089><U+9762><U+767D><U+304B><U+3063><U+305F><U+3093><U+3060>… <U+3053><U+306E><U+306A><U+3093><U+3068><U+3082><U+8A00><U+3048><U+306A><U+3044><U+6C17><U+6301><U+3061><U+3092><U+5171><U+6709><U+3057><U+305F><U+3044>…

https://t.co/6s0LS4g5A1"
"5173",-1,"Note ban. Is cheque ban in offing ? Govt wants to promote digital banking. This may be dangerous. As it is , Govt t… https://t.co/F1S1rh3629"
"5174",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/TQD6FgK0Vl via @mataonline"
"5175",-2,"@PeterOverton @9NewsSyd Hey Peter Re the medicine ban, I note one particular pain killer that can only be provided… https://t.co/HitaF4nTNV"
"5176",0,"https://t.co/vKhr8QoNnE"
"5177",0,"Dear Modi Ji, see the impact of Note ban last year,.. builder are taking advantage and delaying our residential fla… https://t.co/59XFAQU18e"
"5178",0,"https://t.co/8I7ELPoCJL"
"5179",0,"Phiên b<U+1EA3>n r<U+1EBB> hon c<U+1EE7>a Xiaomi Mi Note 3 hi<U+1EC7>n có s<U+1EB5>n
Xiaomi dã dua ra Mi Note 3 m<U+1ED9>t vài tháng tru<U+1EDB>c vào tháng Chín v<U+1EDB>i… https://t.co/YkhX9Xm6nf"
"5180",0,"Kerala’s fisheries sector in deep waters, post note-ban and GST.....
https://t.co/hntlbZkTdA Source- Business Line. https://t.co/16EwM54PQ4"
"5181",0,"Report on emerging trends: Note ban, GST hit residential real estate market......https://t.co/rgJe3PeXcX Source- In… https://t.co/MkL1nvUXS7"
"5182",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/JBo90RSKID  via @mataonline: https://t.co/z59vmnYxqU"
"5183",3,"My two cents about the pup mask drama at cons.

Personally I support a soft ban on them in public areas like the de… https://t.co/orxtfnCobZ"
"5184",0,"<U+0909><U+0926><U+094D><U+0927><U+0935> <U+0920><U+093E><U+0915><U+0930><U+0947><U+0902><U+091A><U+0947> <U+0921><U+094B><U+0915><U+0947> <U+0920><U+093F><U+0915><U+093E><U+0923><U+093E><U+0935><U+0930> <U+0906><U+0939><U+0947> <U+0915><U+093E> ? https://t.co/fesFnb8oQg via @mataonline"
"5185",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/MOBmA1AP7g via @mataonline"
"5186",0,"RT @iOnkarPandey: Card transactions soar 84% in September 2017 to Rs 74,090 crore, says report
#DigitalIndia  https://t.co/pJoGLeqdOF"
"5187",0,"#GST, #noteban have lowered cities'#realestate ranking https://t.co/SUWC3M48tA"
"5188",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/0lkplnfpb7 via @mataonline"
"5189",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> - <U+0909><U+0926><U+094D><U+0927><U+0935> <U+0920><U+093E><U+0915><U+0930><U+0947> https://t.co/fiibpFjYHY via @mataonline"
"5190",1,"@BeingSachinDg @AmitabhAnand5 @abpnewstv @myogiadityanath @IYC @BJP4India PPL support him waah re sanghi bhakt <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,… https://t.co/16LcJkT6Nl"
"5191",-1,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F> https://t.co/EBDRUOpH1h via @mataonline .... This is how Indian stupid… https://t.co/X1FIkCEDug"
"5192",0,"RT @AtomicBlow: The song revisits those initial days of cash crunch. Interestingly, it cites the two stalwarts, Rajinikanth &amp; Kamal Haasan,…"
"5193",0,"https://t.co/IseMD6lYuu"
"5194",0,"@BeingSachinDg @AmitabhAnand5 @abpnewstv @myogiadityanath @IYC @BJP4India Bhai morarji Desai government also did no… https://t.co/O0G4ZcrTDe"
"5195",0,"@PuransaRamawat @SirRavish_ Tera jumlebaaz kiske piche laga hai wo bhi bata logo ki jaan lene mein unki imandari k… https://t.co/X4QWX9U6bQ"
"5196",0,"Demonetization Anniversary: Decoding the Effects of Indian Currency Notes Ban - The Economic Times https://t.co/qPmQR1kVlM"
"5197",0,"After note ban last year. Please have pvt hospital pricing ban this year @narendramodi. A family in gurgaon was cha… https://t.co/8QZU4yqOuo"
"5198",0,"RT @mataonline: <U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+092E><U+094B><U+0926><U+0940><U+0902><U+091A><U+094D><U+092F><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F>
#ManushiChhillar #uddhavthackeray #NarendraModi 
https://t.co/3z8sIzM…"
"5199",0,"<U+092E><U+093E><U+0928><U+0941><U+0937><U+0940> <U+0935><U+093F><U+0936><U+094D><U+0935><U+0938><U+0941><U+0902><U+0926><U+0930><U+0940> <U+091D><U+093E><U+0932><U+0940>, <U+0939><U+093E> <U+092E><U+094B><U+0926><U+0940><U+0902><U+091A><U+094D><U+092F><U+093E> <U+0928><U+094B><U+091F><U+093E><U+092C><U+0902><U+0926><U+0940><U+091A><U+093E> <U+0935><U+093F><U+091C><U+092F>
#ManushiChhillar #uddhavthackeray #NarendraModi 
https://t.co/3z8sIzMlOD"
"5200",0,"@VinodDuaLive @jitupatwari @sachin_inc @pankhuripathak @GauravPandhi @SanjayAzadSln @Shehzad_Ind @RajaBrar_INC… https://t.co/4uE2mwJ7Jx"
"5201",0,"RT @CongSevadal: https://t.co/G59nQm3jkE"
"5202",0,"https://t.co/G59nQm3jkE"
"5203",0,"@IncomeTaxIndia @narendramodi @Swamy39 @arunjaitley @Arnab_Goswami1 @MirrorNow @TimesNow @arunjaitley @DDNewsLive I… https://t.co/p5ZdBtNkOE"
"5204",0,"@PUBATTLEGROUNDS ban Hsine please, hes an obvious aimbotter. full auto ak sprayed my whole squad from 150 meters in… https://t.co/9syztRkKFS"
"5205",2,"@IAmOlwethuH You ban texts like hi and hud but leave us with nothing to replace them. Like what do women really wan… https://t.co/PFFh3y9W9y"
"5206",0,"https://t.co/vKhr8Q7bZ4"
"5207",0,"RT @Realty_Et: ETRealty | GST, note-ban have lowered cities' real estate ranking: Report https://t.co/nLFx0hjf3b"
"5208",0,"RT @PMcGourty: @AllyNBCBoston @nbcboston @DouglasAMoser @kkedits On a serious note, anyone want to reevaluate the ban on dry ice as being i…"
"5209",0,"@AllyNBCBoston @nbcboston @DouglasAMoser @kkedits On a serious note, anyone want to reevaluate the ban on dry ice a… https://t.co/d9mvVJKNbP"
"5210",0,"Xem thôi ch<U+1EE9> d<U+1EEB>ng d<U+1EA1>i t<U+1EF1> làm nhé hehe <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
------------------------------------
<ed><U+00A0><U+00BC><ed><U+00BF><U+00A0> ViettelStore - Nhà m<U+1EA1>ng bán máy... https://t.co/PHH0xPxYUI"
"5211",1,"RT @swapnil170784: https://t.co/Yk55k26g1S

That's some positive effect of Demonetization <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"5212",-2,"@EnviroWatcher @TheTyee Just a side note. We don’t hydraulically fracture shallow reserves in B.C.  if the B.C. gov… https://t.co/gjNHEuI8Uf"
"5213",0,"83% of money-laundering cases since note ban related to shell firms, realty https://t.co/RSYX9BKrtf"
"5214",0,"RT @dhirendra2468: <U+0938><U+0939><U+0935><U+093E><U+0917> <U+0928><U+0947> <U+092C><U+0924><U+093E><U+0908> <U+091C><U+0917><U+0939><U+0947><U+0902>, <U+091C><U+0939><U+093E><U+0902> 31 <U+092E><U+093E><U+0930><U+094D><U+091A> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+092D><U+0940> <U+091A><U+0932><U+0947><U+0902><U+0917><U+0947> 500 <U+0914><U+0930> 1000 <U+0915><U+0947> <U+0928><U+094B><U+091F> https://t.co/R2G1asPfG2 via @NavbharatTimes"
"5215",0,"RT @tsecrime: RT GetSafeOnline: Parents, take note if you're thinking of buying one of these for your child for Christmas: German Regulator…"
"5216",0,"Nouvelle note sur mon blog : Li ban encò de Mallard https://t.co/q226nPYLXR"
"5217",0,"RT @IndianExpress: Report on emerging trends: Note ban, GST hit residential real estate market

https://t.co/4D1I49f1Na"
"5218",0,"Report on emerging trends: Note ban, GST hit residential real estate market #wlst https://t.co/tfD3dS6ykE https://t.co/NIujRScpMo"
"5219",0,"Report on emerging trends: Note ban, GST hit residential real estate market

https://t.co/4D1I49f1Na"
"5220",0,"Note to self : ban Nars, ban Shiseido. <U+26D4><U+FE0F> #NotCrueltyFree #brands<ed><U+00A0><U+00BD><ed><U+00B0><U+00B0>"
"5221",0,"Opening Note of SRK films 
Deewana - excellent
Raju Ban gaya gentlemen - average
Kabhi haan kabhi naa - Poor
Darr -… https://t.co/ZoHrLEK8hr"
"5222",0,"RT @bhaktbaba: Twitter par #Padmavati ko support karne wale ye wahi log hai, jinhone kuch din pehle #InduSarkar ki waat lagayi thi ! DOUBLE…"
"5223",0,"@muchmoresalt Are they gonna ban me for all the tentacle anime on my history- on a more serious note, is actually freaky!"
"5224",0,"Twitter par #Padmavati ko support karne wale ye wahi log hai, jinhone kuch din pehle #InduSarkar ki waat lagayi thi… https://t.co/eqnffutgy8"
"5225",-1,"Tharoor trolled for using Miss World's name in note ban pun 
https://t.co/sSQVPMqCV4
-via @inshorts"
"5226",1,"I salute the people for not questioning note ban's intention despite hardships.
https://t.co/KrhTJa7uxR
MyNt"
"5227",1,"https://t.co/3EUu8fRtbC https://t.co/VEitoamDS7
I salute the people for not questioning note ban's intention despit… https://t.co/4IMwnAMvJg"
"5228",-1,"Demonetization was the biggest scam, so said @ArvindKejriwal 
Here's the link 4 the disbelievers.

https://t.co/oEIHaRhYXk"
"5229",1,"Imagine, your were born as a woman then. Barbarians at your doorstep, the army defending the fort has been defeated… https://t.co/8yTjawgo2b"
"5230",0,"Note ban: ED attaches Rs 9,000 cr in black money https://t.co/CCPGN3wLSC"
"5231",-2,"It seems NZ Real Estate Agents will be working hard for Chinese Home Buyers(living in China) as they Panic Buy ahea… https://t.co/bjuR2oz2vK"
"5232",-1,"Note ban, GST demolish Indian cities' realty ranks https://t.co/zWL06XXv1q"
"5233",-2,"Note ban a mistake, even our 'Chhillar' has become Miss World: Shashi Tharoor's tweet backfires https://t.co/eX5SrRr2kd"
"5234",-2,"Note ban a mistake, even our 'Chhillar' has become Miss World: Shashi Tharoor's tweet backfires: https://t.co/Ty1VrUJT3P via @YouTube"
"5235",1,"AUM
HEARTENING TO NOTE THAT MOST OF MAJOR POLITICAL PARTIES UNITED FOR A NATIONALIST CAUSE TO PRESERVE PROTECT AND… https://t.co/u7Pc8uNQlm"
"5236",0,"GST, note-ban have lowered cities' real estate ranking: Report https://t.co/YKoVgDsbst https://t.co/1RPp848cNP"
"5237",0,"#ED attaches Rs 9,000 cr in black money; registered 3,700 cases under FEMA (Foreign Exchange Management Act) and... https://t.co/USULAgviKg"
"5238",-1,"@Ctrl_Shft_Del @EtalePhilip Read those articles. Note the word ""Ignore"" meaning the ban was there before."
"5239",0,"@sakshichawla_ wo note bhi ban hone bala hai - 

tujhe Goverment ne kar dena ban ;)"
"5240",-1,"RT @BallStreet: John Terry's league record at Loftus Road:

Played 3
Won 1
Drawn 1
Lost 1
Called Anton Ferdinand a ""fucking black c*nt"", go…"
"5241",0,"News from last week that went below thre radar. 
https://t.co/IzUqTxbllP"
"5242",0,"RT @bsindia: 83% of money-laundering cases since #noteban related to shell firms, realty https://t.co/k4hYEF75Pa
#Demonetisation https://t.…"
"5243",3,"@TheLastWord It's important to note that the NRA supported the lifting of the elephant trophy ban."
"5244",0,"83 of money-laundering cases since note ban related to shell firms realty https://t.co/nqfzZbMfWn"
"5245",0,"ETRealty | GST, note-ban have lowered cities' real estate ranking: Report https://t.co/nLFx0hjf3b"
"5246",0,"@narendramodi Dear modiji sir please will u reply me now i am job less becoz note ban what i do now nobudy can give… https://t.co/r6VLSJxH3u"
"5247",1,"RT @BalluGururaj: mercedes benz sold well POST -DEMONETIZATION means all ELITE CLASS,RICH &amp;BIGSHOTS  not suffered by NOTEBAN, for few  BAN…"
"5248",0,"RT @AyyuKtweets: 3 things should be banned in Pakistan :
1-Lrki ki shadi 
2-Lrke ki nokri 
3-Or rishtedaar 
( Note : q k inke hte hue 1 nd…"
"5249",1,"@TheGameGuyDev Well, to get such a big ban you had to leave before, and please note that every case of leaving a game will result in (1/2)"
"5250",-1,"Tharoor trolled for using Miss World's name in note ban pun
https://t.co/4FpFDPSbcL
-crazy @ShashiTharoor this is h… https://t.co/dx561kW1jV"
"5251",0,"@AJBraden @Billbrowder Oddly enough, I was under the impression—and I assume many others too—that Russian adoptions… https://t.co/FjCfzwMTNe"
"5252",0,"GST, note-ban have lowered cities' real estate ranking: Report https://t.co/AoxjiLYQzq"
"5253",0,"All because some @$$<ed><U+00A0><U+00BD><ed><U+00B5><U+00B3> attorney wants to pack heat as often as possible.

https://t.co/6MjtWAaNOp

Note racial overt… https://t.co/TiL8osErhG"
"5254",0,"https://t.co/st0jEJkOMn"
"5255",0,"@GaurangBhardwa1 Haa aur koi hota to vote ki dekhi jaati.. note le leta aur movie pe ban nahi lagta"
"5256",-2,"Note-ban continues hurting Indian potato farmers as production falls another 30% https://t.co/Lk4fu7VlPy"
"5257",0,"New post (GST, note-ban have lowered cities#39; real estate ranking: Report) has been published on News ... - https://t.co/8JVMefTcIA"
"5258",-1,"Note ban a failure: Congress #Telangana #Today https://t.co/2wbJuwzWmr"
"5259",0,"RT @bornlooser: https://t.co/x8TqH8IQhZ
#BJPfails #AccheDin #VikasGoneCrazy #DeMoDisaster #GujaratElections2017 #HimachalPradeshElections #…"
"5260",0,"GST, note-ban have lowered cities’ real estate ranking: Report https://t.co/EQlPosypMA https://t.co/mLrFx6HCdg"
"5261",0,"GST, note-ban have lowered cities' real estate ranking: Report https://t.co/LU7OM0sZja"
"5262",0,"New post (GST, note-ban have lowered cities' real estate ranking: Report) has been published on Times-Mumbai -… https://t.co/Ms6OWpluXE"
"5263",-1,"Paas wale karyakarta bechare aise dhur bane he.kya kahena,Hardik note kamaya,Bunglow,Car ka mallik hua.unke hath me… https://t.co/7ad15L7Kme"
"5264",1,"@narendramodi @arunjaitley @adhia03 @ncbn The ED also found that financial institutions like banks were the most ""v… https://t.co/0oYjkssa4T"
"5265",0,"GST, note-ban have lowered cities' real estate ranking: Report  https://t.co/lTXTXc3VoG #Gst"
